No.,Location,geo_State,Full_address,Latitude,Longitude,Fee_Type,ERU(ft2),Fee,Year Created,Population,geo_Accuracy Score,geo_Zipcode
1398,Cibolo,TX,Cibolo TX,29.5600373,-98.3258712,E,2889,5,,15853,1,78108
1399,Cleburne,TX,Cleburne TX,32.3577546,-97.4810558,T,,2.75,2004,29681,1,76031
1400,College Station,TX,College Station TX,30.5910715,-96.4317449,F,,3.5,,95142,1,77840
1401,Colleyville,TX,Colleyville TX,32.892052,-97.2133208,T,,7,1993,23328,1,76034
1402,Converse,TX,Converse TX,29.5124651,-98.3431783,T,,2.43,2010,18643,1,78109
1403,Coppell,TX,Coppell TX,32.9586785,-97.0527153,T,,1,2004,39462,1,75019
1404,Copperas Cove,TX,Copperas Cove TX,31.1112082,-98.0261337,A,,6,1991,32706,1,76522
1405,Corinth,TX,Corinth TX,33.141519,-97.102076,E,3900,6,,20662,0.8,75831
1406,Crowley,TX,Crowley TX,32.5767684,-97.3778205,A,,3.5,2011,13131,1,76036
1407,Dallas,TX,Dallas TX,32.6063527,-96.9353423,IA,,5.68,1991,1223229,1,75201
1408,De Soto,TX,De Soto TX,32.6063527,-96.9353423,T ,,6,2001,50045,1,75115
1409,Deer Park,TX,Deer Park TX,29.704768,-95.1509128,E,4250,1.45,2012,32706,1,77536
1410,Denton,TX,Denton TX,33.2377992,-97.285235,T,,5.45,2002,117187,1,76201
1411,Dickinson,TX,Dickinson TX,29.4523036,-95.1299218,F,,4,2001,18967,1,77539
1412,Duncanville,TX,Duncanville TX,32.6477614,-96.9479669,E,4300,3.5,2011,39364,1,75116
1413,Eagle Pass,TX,Eagle Pass TX,28.6920068,-100.514183,D,,3,2003,26807,1,78852
1414,El Paso,TX,El Paso TX,31.8113481,-106.5646011,T,,4.25,2007,665568,1,79901
1415,Euless,TX,Euless TX,33.0366356,-97.2710671,T,,,1990,52443,1,76039
1416,Fairview,TX,Fairview TX,33.1420046,-96.6881073,F,,7.75,,8000,0.8,75069
1417,Flower Mound,TX,Flower Mound TX,33.0364931,-97.1660029,F,,4.35,2003,65851,1,75022
1418,Forest Hill ,TX,Forest Hill  TX,32.6667514,-97.2839006,T,,,2013,12355,1,
1419,Fort Worth,TX,Fort Worth TX,32.8010236,-97.4294025,E ,2600,5.75,2006,686850,1,76101
1420,Fredericksburg,TX,Fredericksburg TX,30.2679891,-98.9480999,F ,,1,1996,8911,1,78624
1421,Frisco,TX,Frisco TX,33.150389,-96.8978378,F,,4.14,2009,33714,1,75034
1422,Gainesville,TX,Gainesville TX,33.6463687,-97.2155458,E ,1895,3.79,1993,16569,1,76240
1423,Galveston,TX,Galveston TX,29.2335042,-95.0133978,D ,,7,,47743,1,77550
1424,Garland,TX,Garland TX,32.9080551,-96.7457951,F ,,3.23,1991,224750,1,75040
1425,Georgetown,TX,Georgetown TX,30.6567949,-97.7789894,E ,2808,6.5,,45342,1,78626
1426,Glenn Heights,TX,Glenn Heights TX,32.543298,-96.8916112,T,,5.08,2009,11511,0.8,75115
1427,Grand Prairie,TX,Grand Prairie TX,32.9361925,-97.1427848,A ,,4.47,1993,161550,1,75050
1428,Grapevine,TX,Grapevine TX,32.9361352,-97.1077644,F ,,4,,48583,1,76051
1429,Haltom City,TX,Haltom City TX,32.8203217,-97.2997959,D ,,6.81,2004,40811,1,76117
1430,Harker Heights,TX,Harker Heights TX,31.0591726,-97.7108304,T ,,6,2002,26026,1,76548
1431,Hewitt,TX,Hewitt TX,31.4485465,-97.2283049,T ,,4.72,2009,13588,1,76643
1432,Highland Park,TX,Highland Park TX,32.8314828,-96.8177021,A ,,10.97,,8564,0.8,75205
1433,Highland Village,TX,Highland Village TX,33.0946769,-97.0928579,E ,4094,5.73,2006,15738,0.8,75067
1434,Houston,TX,Houston TX,29.8174782,-95.6814755,IA ,,8,2010,1953631,1,77001
1435,Hudson Oaks,TX,Hudson Oaks TX,32.7514252,-97.7332058,E ,6477,5.6,2017,1865,0.5,
1436,Hurst,TX,Hurst TX,32.8630007,-97.0314732,IA ,,4,2009,36273,1,76053
1437,Irving,TX,Irving TX,32.8630007,-97.0314732,F ,,3,2003,205600,1,75015
1438,Jacinto City,TX,Jacinto City TX,29.766314,-95.2399168,V ,,,2002,9870,0.9,77029
1439,Keller,TX,Keller TX,32.9357776,-97.2561469,E ,3731,7,,37700,1,76244
1440,Kennedale,TX,Kennedale TX,32.6449969,-97.2517498,IA ,,3.5,2010,7284,1,76060
1441,Killeen,TX,Killeen TX,31.0810943,-97.7718784,T,,6,2001,102003,1,76540
1442,Kingsville,TX,Kingsville TX,27.5028167,-97.8968279,E,2425,1.25,2012,26322,1,78363
1443,Kyle,TX,Kyle TX,29.9999056,-97.9370134,IA,,5,2016,39060,1,78640
1444,La Marque,TX,La Marque TX,29.3692588,-95.0667555,V ,,,2002,14194,1,77568
1445,Lancaster,TX,Lancaster TX,32.5984272,-96.8376348,F,,7.97,,36236,1,75134
1446,Laredo,TX,Laredo TX,27.5461133,-99.6752924,T,,6.5,,215484,1,78040
1447,Leon Valley,TX,Leon Valley TX,29.4983137,-98.6325473,T,,,2009,11020,0.5,75831
1448,Lewisville,TX,Lewisville TX,33.1899805,-96.9995828,IA,,4,2017,77737,1,75029
1449,Little Elm,TX,Little Elm TX,33.1899805,-96.9995828,E,3687,3.35,2011,25797,1,75068
1450,Live Oak,TX,Live Oak TX,29.5555232,-98.3572951,E,3007,12.79,2009,12471,1,
1451,Lockhart,TX,Lockhart TX,29.8826878,-97.7465194,T,,2.5,2001,14238,1,78644
1452,Lubbock,TX,Lubbock TX,33.5913505,-102.0285272,T ,,11.18,1993,212365,1,79401
1453,Mansfield,TX,Mansfield TX,32.5645087,-97.1868362,F,,6.5,,56368,1,76063
1454,Marshall,TX,Marshall TX,32.5313122,-94.4130943,M,,3.5,2016,23561,1,75670
1455,McAllen,TX,McAllen TX,26.226119,-98.3266803,E,2700,1.5,2018,142212,1,78501
1456,McKinney,TX,McKinney TX,33.2158662,-96.7232141,E,2343,4,,112000,1,75069
1457,Mesquite,TX,Mesquite TX,32.7656133,-96.7177561,D,,4.5,,136750,1,75149
1458,Mexia,TX,Mexia TX,31.6828052,-96.5143699,T,,1,2019,7394,1,76667
1459,Midland,TX,Midland TX,32.029221,-102.2623213,T,,2,2018,132950,1,79701
1460,Mineral Wells,TX,Mineral Wells TX,32.8283567,-98.1572283,M,,2.5,2017,14826,1,76067
1461,Mission,TX,Mission TX,26.1987066,-98.4057318,F,,2.5,,77058,1,78572
1462,Mount Vernon,TX,Mount Vernon TX,33.1808406,-95.2454386,D,,3,2010,2286,1,75457
1463,Murphy,TX,Murphy TX,33.0149311,-96.6494153,D,,3.8,,20673,0.5,79843
1464,New Braunfels,TX,New Braunfels TX,29.7031735,-98.2065207,E,2690,4.59,2000,36494,1,78130
1465,North Richland Hills,TX,North Richland Hills TX,32.8602571,-97.2952578,T,,15.41,,64050,1,76180
1466,Odessa,TX,Odessa TX,31.8768248,-102.4836372,T,,2.15,2009,116861,1,79760
1467,Plano,TX,Plano TX,33.0614715,-96.8767091,T,,3.1,,255700,1,75023
1468,Portland,TX,Portland TX,27.8797534,-97.3615864,F,,3,,18500,1,78374
1469,Princeton,TX,Princeton TX,33.1968509,-96.5248988,E,3950,4.85,2016,9405,1,75407
1470,Prosper,TX,Prosper TX,33.2407674,-96.8502874,IA,,5.15,2008,9613,1,75078
1471,Red Oak,TX,Red Oak TX,32.5017805,-96.7802178,T,,4.85,2016,10769,1,75154
1472,Richardson,TX,Richardson TX,32.9641988,-96.8311351,IA,,3.75,2011,99223,1,75080
1473,Richland Hills,TX,Richland Hills TX,32.8091843,-97.2633769,D ,,8,1993,8300,0.8,76118
1474,River Oaks,TX,River Oaks TX,32.7774109,-97.415613,A,,4,2012,7597,0.8,76114
1475,Round Rock,TX,Round Rock TX,30.5266867,-97.8131023,IA ,,4.75,2010,105000,1,78664
1476,Rowlett,TX,Rowlett TX,32.9226991,-96.6175007,D ,,5.5,2002,54869,1,75030
1477,Sachse,TX,Sachse TX,32.9731775,-96.5757769,E ,,1.66,2017,20329,0.9,75048
1478,Saginaw,TX,Saginaw TX,32.8514099,-97.35914,D ,,5,2005,18950,0.9,76179
1479,San Angelo,TX,San Angelo TX,31.4323577,-100.5871213,T ,,4,2009,91880,1,76901
1480,San Antonio,TX,San Antonio TX,29.4816561,-98.6544883,T ,,4.55,1997,1306900,1,78201
1481,San Marcos,TX,San Marcos TX,29.8689983,-97.9970408,E ,2575,12.89,1999,53205,1,78666
1482,Schertz,TX,Schertz TX,29.5592289,-98.3216933,E ,,5.2,,32160,1,78154
1483,Sealy,TX,Sealy TX,29.7613321,-96.2219668,F ,,2,2004,6374,1,77474
1484,Selma,TX,Selma TX,29.5842385,-98.3483629,E ,3433,4.12,2010,5046,0.8,78154
1485,Sherman,TX,Sherman TX,33.6196052,-96.7017733,E ,3400,1,2017,41567,1,75090
1486,Southlake,TX,Southlake TX,32.9627064,-97.2209773,E ,1000,8,2006,26224,1,76092
1487,Stephenville,TX,Stephenville TX,32.2151569,-98.2883227,T ,,3,2002,17050,1,76401
1488,Sunset Valley,TX,Sunset Valley TX,30.2276019,-97.8339436,E ,3350,4,,919,0.8,78745
1489,Taylor,TX,Taylor TX,30.5796459,-97.4723063,E ,2500,3,2010,16106,1,76574
1490,Temple,TX,Temple TX,31.1040925,-97.4569703,T ,,6,,54514,1,76501
1491,Terrell,TX,Terrell TX,32.7298214,-96.3642738,F,,1,2011,16112,1,75160
1492,The Colony,TX,The Colony TX,33.0931933,-96.9713083,F,,3,,40206,1,75056
1493,Trophy Club,TX,Trophy Club TX,33.0038035,-97.2272074,F,,6,,7832,0.8,76262
1494,Tyler,TX,Tyler TX,32.3308378,-95.4674772,R,,,,101106,1,75701
1495,Universal City,TX,Universal City TX,29.5542551,-98.3385623,T,,4.47,2004,16569,1,78148
1496,University Park,TX,University Park TX,32.8511552,-96.8276578,T,,6.78,,24182,0.8,75205
1497,Watagua,TX,Watagua TX,32.873809,-97.2551164,F,,11,,24150,0.9,76148
1498,Weatherford,TX,Weatherford TX,32.7674042,-97.8912646,E,3300,4.5,,25557,1,76086
1499,Webster,TX,Webster TX,29.5312121,-95.15497,IA ,,1.24,2009,10613,1,77598
1500,White Settlement,TX,White Settlement TX,32.761468,-97.4546505,F,,4.62,2005,16116,0.9,76108
1501,Wichita Falls,TX,Wichita Falls TX,33.9162356,-98.6594425,E,3500,5,2000,104197,1,76301
1502,Willow Park,TX,Willow Park TX,32.7558914,-97.6870738,IA,,7.33,2021,5365,0.8,76087
1503,Alpine City,UT,Alpine City UT,40.3777855,-111.83501,F,,5,,9821,1,84004
1504,American Fork,UT,American Fork UT,40.3777855,-111.83501,E,,6,1997,32519,1,84003
1505,Bluffdale,UT,Bluffdale UT,40.4606748,-111.9460863,D,,5,,14699,0.9,84065
1506,Bountiful City,UT,Bountiful City UT,40.8722071,-111.9269902,E,3828,7,,41301,1,84010
1507,Cedar Hills,UT ,Cedar Hills UT ,40.4123308,-111.7716896,E ,2900,11.18,1998,10066,0.5,
1508,Centerville,UT,Centerville UT,40.928779,-111.9195149,E ,3600,4,2007,14585,1,84014
1509,Draper City,UT,Draper City UT,40.4935306,-111.8874854,E ,3000,9,2001,25220,1,84020
1510,Eagle Mountain,UT,Eagle Mountain UT,40.3139778,-112.0738002,E ,2500,5,2010,2157,1,84005
1511,Elk Ridge,UT ,Elk Ridge UT ,40.005464,-111.7137099,F ,,3,,1838,0.5,
1512,Farmington,UT,Farmington UT,40.985088,-111.9451824,E ,4083,7,2003,12081,1,84025
1513,Herriman,UT,Herriman UT,40.4969518,-112.0648214,E ,4000,7,2019,44877,1,84096
1514,Holladay,UT,Holladay UT,40.6587756,-111.821532,E ,5200,6.5,2020,30636,0.9,84117
1515,Layton,UT,Layton UT,41.0770491,-112.0375191,T ,,6.6,1997,58474,1,84040
1516,Lehi City,UT,Lehi City UT,40.3399462,-111.7886917,IA ,,3,1999,47407,1,84043
1517,Lindon,UT,Lindon UT,40.3399462,-111.7886917,F ,,5.47,,8363,1,84042
1518,Logan,UT,Logan UT,41.7451807,-111.9108431,E ,3000,5.5,2005,42670,1,84321
1519,Midvale,UT,Midvale UT,40.6886585,-111.9499577,E ,3000,8,2004,27029,1,84047
1520,Millcreek,UT ,Millcreek UT ,40.6886585,-111.9499577,E ,4000,,2020,60731,0.5,
1521,Moab,UT,Moab UT,38.5744598,-109.5864379,E ,3000,4,2008,4779,1,84532
1522,Murray,UT,Murray UT,40.6552345,-111.8823676,E ,3400,6.3,2006,46558,0.9,84107
1523,Nibley CIty,UT,Nibley CIty UT,41.6655733,-111.8822778,F ,,7.25,,2045,0.8,84321
1524,North Logan,UT,North Logan UT,41.7768802,-111.876591,E ,4700,4,2007,6163,0.8,84321
1525,North Ogden,UT,North Ogden UT,41.3104466,-111.9935439,E ,,12.1,1987,15026,0.8,84404
1526,Ogden,UT,Ogden UT,41.2228333,-112.0427136,E ,1500,7.85,,77226,1,84401
1527,Orem,UT,Orem UT,40.2953918,-111.7655023,E ,2700,7.1,1996,84324,1,84057
1528,Park City,UT,Park City UT,40.6482218,-111.5349809,E ,2000,6.1,2016,7873,1,84060
1529,Payson,UT,Payson UT,40.0379768,-111.7968776,E ,2700,5.43,,16748,1,84651
1530,Provo,UT,Provo UT,40.2575125,-111.7789916,E ,3200,9.2,,105166,1,84601
1531,Riverdale,UT,Riverdale UT,41.1776772,-112.0343669,E ,2600,2.2,2005,7656,0.8,84405
1532,Riverton,UT,Riverton UT,40.5163688,-112.0393932,E ,2744,6,2010,25011,1,84065
1533,Roy,UT,Roy UT,41.1787809,-112.0686526,F ,,4.5,,38773,1,84067
1534,Salt Lake City,UT,Salt Lake City UT,40.5725138,-111.9192499,E ,2500,7.6,1991,181743,1,84101
1535,Sandy,UT,Sandy UT,40.5725138,-111.9192499,E ,2816,6,,88418,1,84070
1536,Santa Clara,UT,Santa Clara UT,37.1348318,-113.6858148,E ,3500,9.25,2004,4630,1,84765
1537,South Jordan,UT,South Jordan UT,40.559539,-112.0180478,E,4752,7.15,2011,55934,1,84095
1538,Spanish Fork,UT,Spanish Fork UT,40.1621551,-111.6800422,E,3956,9.82,,20246,1,84660
1539,Springville,UT,Springville UT,40.1621551,-111.6800422,E,3800,5.66,2007,25998,1,84663
1540,Sunset City,UT,Sunset City UT,41.1398749,-112.0491364,E,9000,2,2012,5213,0.8,84015
1541,Taylorsville,UT,Taylorsville UT,40.657392,-112.0192753,E,3800,4,2007,58620,0.8,84118
1542,West Jordan,UT,West Jordan UT,40.6031855,-112.0318079,E,10890,5.58,2011,68336,1,84084
1543,West Point,UT,West Point UT,41.1206061,-112.1633207,E,2500,4,2010,6033,0.8,84015
1544,West Valley City,UT,West Valley City UT,40.6787623,-112.1472495,E,2830,4,2001,108869,0.8,84120
1545,Woods Cross,UT,Woods Cross UT,40.8747211,-111.9971972,E,3000,3,2004,6419,1,84087
1546,Alexandria,VA,Alexandria VA,38.8809292,-77.1721958,E,2062,23.33,2017,153511,1,22301
1547,Arlington County,VA,Arlington County VA,38.8809292,-77.1721958,E,2762,2.17,,189453,1,
1548,Blacksburg ,VA,Blacksburg  VA,37.2305676,-80.4994946,T ,,6,2014,42620,1,24060
1549,Charlottesville,VA,Charlottesville VA,38.0402019,-78.5550136,T,,5.86,2013,43511,1,22902
1550,Chesapeake,VA,Chesapeake VA,36.7086912,-76.4186083,E,2112,7.35,1992,222209,1,23320
1551,Chesterfield County,VA,Chesterfield County VA,37.3900026,-77.7013776,E,2800,2.08,2016,327745,1,
1552,Christiansburg,VA,Christiansburg VA,37.1447113,-80.4539988,E,3030,6,2016,21533,1,24068
1553,Colonial Heights,VA,Colonial Heights VA,37.2659161,-77.4319628,E,2656,4,,16897,1,23834
1554,Falls Church,VA,Falls Church VA,38.8843057,-77.2070839,IA,,22.95,2013,12332,1,22040
1555,Galax,VA,Galax VA,36.6607102,-80.9486669,E,4700,1.5,2016,7042,1,24333
1556,Hampton,VA,Hampton VA,37.0232205,-76.5726408,E ,2429,7.83,1994,146437,1,23630
1557,Harrisonburg,VA,Harrisonburg VA,38.4394241,-78.9412221,IA ,,3,2015,51395,1,22801
1558,Hopewell,VA,Hopewell VA,37.2876598,-77.3125845,E ,2106,4,2015,22163,1,23860
1559,Isle of Wight County,VA,Isle of Wight County VA,36.8991588,-76.9679681,E ,3200,4.5,2014,35656,1,
1560,James City County,VA,James City County VA,37.310642,-76.8868522,E,3235,4.9,2007,48102,1,
1561,Lynchburg,VA,Lynchburg VA,37.4011321,-79.3185893,E ,2672,4,2012,76504,1,24501
1562,Manassas Park,VA,Manassas Park VA,38.7709257,-77.4846449,E ,2500,2.97,2010,6734,0.7,20113
1563,Newport News,VA,Newport News VA,36.9310137,-76.3798038,E ,1777,11.85,1993,180150,1,23601
1564,Norfolk,VA,Norfolk VA,36.9309382,-76.3097602,E ,2000,11.71,1996,234403,1,23501
1565,Petersburg,VA,Petersburg VA,37.2048986,-77.4628182,E,2116,3.75,2013,32420,1,23803
1566,Portsmouth,VA,Portsmouth VA,36.8686772,-76.4252047,E ,1877,9.25,1995,100565,1,23701
1567,Prince George County,VA,Prince George County VA,37.1572297,-77.3259043,T ,,3,2014,37253,1,
1568,Prince William County,VA,Prince William County VA,38.7220583,-77.607373,T ,,1.55,1994,280813,1,
1569,Richmond,VA,Richmond VA,37.5248505,-77.6333447,T ,,6.41,2009,197790,1,23218
1570,Roanoke ,VA,Roanoke  VA,37.2745126,-80.0976258,IA ,,5.4,2013,97032,1,24003
1571,Stafford County ,VA,Stafford County  VA,38.4175475,-77.6008166,V ,,4.17,,149960,1,
1572,Staunton,VA,Staunton VA,38.1593896,-79.1329502,T ,,3.2,,23853,1,24401
1573,Suffolk,VA,Suffolk VA,36.7463104,-76.8053347,E ,3200,6,2006,63677,1,23432
1574,Virginia Beach,VA,Virginia Beach VA,36.7958908,-76.2928104,E ,2269,12.99,1993,425257,1,23450
1575,Waynesboro,VA,Waynesboro VA,38.0652769,-78.9733267,E ,1600,3.96,2015,21263,1,22980
1576,Burlington,VT,Burlington VT,44.5507111,-73.3694735,T ,,6.6,2009,38889,1,5401
1577,Colchester,VT,Colchester VT,44.5506529,-73.2994305,E ,4400,4.33,2017,17067,1,5439
1578,Saint Albans,VT,Saint Albans VT,44.8099131,-73.102016,E ,3000,2.5,2018,6795,1,5478
1579,South Burlington,VT,South Burlington VT,44.4267736,-73.1568286,T ,,5.94,2005,15814,1,5403
1580,Williston,VT,Williston VT,44.4267736,-73.1568286,E ,4000,4.25,2014,8698,1,5495
1581,Aberdeen,WA,Aberdeen WA,46.9822138,-123.9107058,F ,,6.69,1999,16835,1,98520
1582,Algona,WA ,Algona WA ,47.2809297,-122.2666866,F ,,5,2004,2460,0.5,
1583,Anacortes,WA,Anacortes WA,48.4853515,-122.7560902,E ,3600,10.22,1999,15941,1,98221
1584,Arlington,WA,Arlington WA,48.1742379,-122.1844233,E ,6000,6.89,2006,18154,1,98223
1585,Asotin County,WA,Asotin County WA,46.2289772,-117.4780222,E,3700,6,2010,21933,1,
1586,Auburn,WA,Auburn WA,47.2957406,-122.274932,T,,,1991,71517,1,98001
1587,Bainbridge Island,WA,Bainbridge Island WA,47.6517516,-122.6568257,E ,3000,12.23,,23262,1,98110
1588,Battle Ground,WA,Battle Ground WA,45.7761674,-122.6101189,E ,3000,12.08,1982,17893,1,98604
1589,Bellevue,WA,Bellevue WA,47.5977494,-122.221171,F ,,6.48,1974,124798,1,98004
1590,Bellingham,WA,Bellingham WA,48.753404,-122.5313495,T ,,22.6,2001,81862,1,98225
1591,Black Diamond,WA,Black Diamond WA,47.313002,-122.0838746,E ,3000,16,2008,4273,1,98010
1592,Blaine,WA,Blaine WA,48.9766576,-122.800092,T ,,5.67,1999,4684,1,98230
1593,Bonney Lake,WA,Bonney Lake WA,47.1802248,-122.2320606,E ,2600,14,1997,17579,1,98391
1594,Bothell,WA,Bothell WA,47.7735104,-122.2408198,T ,,12.42,1994,34055,1,98011
1595,Bremerton,WA,Bremerton WA,47.5544074,-122.773407,E ,2500,17.54,1994,39051,1,98310
1596,Brier,WA,Brier WA,47.7928689,-122.288708,E ,2000,6.5,1999,6165,0.8,98036
1597,Buckley,WA,Buckley WA,47.1623518,-122.0437875,E ,8000,23.77,1992,4354,1,98321
1598,Burien,WA ,Burien WA ,47.4767173,-122.4212368,T ,,11.42,2008,33977,0.5,
1599,Burlington,WA,Burlington WA,48.4689145,-122.3667734,E ,2400,6.88,1994,8474,1,98233
1600,Camas,WA,Camas WA,45.6101213,-122.4907773,E ,3218,12.04,1989,19712,1,98607
1601,Castle Rock,WA,Castle Rock WA,46.2696498,-122.9171841,T ,,,,1982,1,98611
1602,Centralia,WA,Centralia WA,46.7246362,-123.0359295,E ,3000,8,2004,16432,1,98531
1603,Chehalis,WA,Chehalis WA,46.6641735,-122.9985753,E ,3000,7.95,1992,7299,1,98532
1604,Chelan County,WA,Chelan County WA,47.9053445,-121.0806127,E ,4600,5.5,2008,73477,1,
1605,Clark County,WA,Clark County WA,45.8017229,-122.8005253,E ,3500,4.33,1980,433418,1,
1606,College Place,WA,College Place WA,46.0440582,-118.4270484,,,,2018,9258,1,99324
1607,Cowlitz County,WA,Cowlitz County WA,46.1194257,-123.0089512,E ,4500,,2008,106910,1,
1608,Des Moines,WA ,Des Moines WA ,47.3858961,-122.3484494,T ,,22.57,1990,30258,0.5,
1609,Douglas County,WA,Douglas County WA,47.6850978,-120.1948486,E ,2750,3.75,1998,38971,1,
1610,DuPont,WA,DuPont WA,47.1107101,-122.6887873,F ,,25,,,1,98327
1611,Duvall,WA,Duvall WA,47.7357018,-122.0057114,F ,,20.54,1981,6828,1,98019
1612,East Wenatchee,WA,East Wenatchee WA,47.4183572,-120.3174997,E ,2750,3.75,1999,13375,1,98802
1613,Edgewood,WA ,Edgewood WA ,47.2307174,-122.3224333,T ,,13.25,1996,9499,0.5,
1614,Edmonds,WA,Edmonds WA,47.8196999,-122.446984,E ,3000,12.35,1998,40215,1,98020
1615,Ellensburg,WA,Ellensburg WA,46.9981893,-120.6223135,E ,3900,9.88,2009,18468,1,98926
1616,Enumclaw,WA,Enumclaw WA,47.2035905,-122.0193742,E ,3200,5.24,2017,11609,1,98022
1617,Everett,WA,Everett WA,47.9575448,-122.3241575,E ,900,13.06,2004,104295,1,98201
1618,Federal Way,WA,Federal Way WA,47.3079874,-122.415506,T ,,6.59,1990,91085,1,98003
1619,Ferndale,WA,Ferndale WA,48.8509531,-122.6579875,E ,10000,11,2006,11564,1,98248
1620,Fife,WA ,Fife WA ,47.2318562,-122.4296175,T ,,3.78,2004,9281,0.5,
1621,Friday Harbor,WA,Friday Harbor WA,48.5393539,-123.1431314,E ,2000,13.5,1993,1989,1,98250
1622,Gig Harbor,WA,Gig Harbor WA,47.3289218,-122.6288292,E ,2200,14.92,1984,7208,1,98329
1623,Hoquiam,WA,Hoquiam WA,46.9867932,-123.9716925,E ,2500,10.83,2005,8696,1,98550
1624,Ilwaco,WA,Ilwaco WA,46.3090229,-124.0668524,T,,8.28,2011,936,1,98624
1625,Island County,WA,Island County WA,48.1228509,-122.8759472,Z,,2,2010,58645,1,
1626,Issaquah,WA,Issaquah WA,47.5433536,-122.1131397,E,2000,16.47,1988,31037,1,98027
1627,Kalama,WA,Kalama WA,46.0025959,-122.8497401,E,3500,,2018,2344,1,98625
1628,Kelso,WA,Kelso WA,46.124687,-122.9246113,T,,10.23,1993,11934,1,98626
1629,Kennewick,WA,Kennewick WA,46.2004725,-119.3171419,V ,,5.46,,76224,1,99336
1630,Kent,WA,Kent WA,47.3855508,-122.22273,E,2500,12.81,1992,120916,1,98031
1631,King County,WA,King County WA,47.4325157,-122.0835656,T,,24.08,1986,1969722,1,
1632,Kirkland,WA,Kirkland WA,47.6913469,-122.2406847,E,2600,19.34,,45054,1,98033
1633,Kitsap County,WA,Kitsap County WA,47.6880927,-123.009481,E,4200,8,1994,231969,1,
1634,La Conner,WA,La Conner WA,48.3938419,-122.5052069,E,2100,15.08,2002,785,1,98257
1635,Lacey,WA,Lacey WA,47.0494738,-122.8586101,T,,11.36,1986,31226,1,98503
1636,Lake Forest Park,WA,Lake Forest Park WA,47.7554109,-122.3253144,T,,18.65,1990,13142,0.5,
1637,Lake Stevens,WA,Lake Stevens WA,48.014208,-122.1214363,T,,8.67,1997,6361,1,
1638,Lake Whatcom,WA,Lake Whatcom WA,48.7330824,-122.3455656,,,12.58,2017,,0.5,
1639,Liberty Lake,WA,Liberty Lake WA,47.6698923,-117.1736878,E,3160,10,2003,4660,1,
1640,Longview,WA,Longview WA,46.14263,-123.035343,F,,13.68,1999,34660,1,
1641,Lynden,WA,Lynden WA,48.9482329,-122.5302594,D,,8,,9020,1,
1642,Lynnwood,WA,Lynnwood WA,47.827921,-122.3193736,E,2900,13.12,1991,33847,1,
1643,Marysville,WA,Marysville WA,48.0911152,-122.3380446,E,3200,11.95,1999,25315,1,
1644,Mason County,WA,Mason County WA,47.3448154,-123.4332296,V ,,0,2008,49405,1,
1645,Mercer Island,WA,Mercer Island WA,47.5660731,-122.2686028,E,3471,30.64,1995,22036,1,
1646,Mill Creek,WA,Mill Creek WA,47.8597883,-122.196895,E,3000,12.5,2001,11525,0.8,
1647,Milton,WA,Milton WA,47.2511914,-122.3482899,E,2800,15.5,,5795,1,
1648,Monroe,WA,Monroe WA,47.8600473,-122.0428126,E,2500,12.28,1996,17304,1,
1649,Montesano,WA,Montesano WA,47.0033997,-123.660817,E,3000,4.85,1999,3312,1,
1650,Moses Lake,WA,Moses Lake WA,47.1317821,-119.4078222,T,,5.91,,14953,1,
1651,Mount Vernon,WA,Mount Vernon WA,48.4232051,-122.380908,,,,2009,35051,1,
1652,Mountlake Terrace,WA,Mountlake Terrace WA,47.9134947,-122.3497174,E,2282,11.45,1999,20362,1,
1653,Mukilteo,WA,Mukilteo WA,47.9134947,-122.3497174,E,2500,21.2,1988,18019,1,
1654,Newcastle,WA,Newcastle WA,47.5309621,-122.1965403,ID,,23.53,,11823,0.5,
1655,Normandy Park,WA,Normandy Park WA,47.4308755,-122.3655259,E,3100,16,2003,6392,0.8,
1656,North Bend,WA,North Bend WA,47.4959161,-121.8223542,E,2920,12.36,2001,4746,1,
1657,Oak Harbor,WA,Oak Harbor WA,48.2967605,-122.6980029,E,3300,11.95,1997,22075,1,
1658,Ocean Shores,WA,Ocean Shores WA,46.9720197,-124.1766868,F,,3.9,1980,5569,1,
1659,Olympia,WA,Olympia WA,47.0394291,-122.9639081,T,,14.05,1986,46478,1,
1660,Omak,WA,Omak WA,48.433339,-119.5547793,T ,,4.28,1984,4845,1,
1661,Orting,WA,Orting WA,47.0985014,-122.2308801,T ,,,1997,6746,1,
1662,Pacific,WA,Pacific WA,47.2585409,-122.2855468,E,2500,23.82,1999,6737,1,
1663,Pierce County,WA,Pierce County WA,47.0661273,-122.3934002,T,,10.61,1991,807904,1,
1664,Port Angeles,WA,Port Angeles WA,48.1684677,-123.5455256,E,4000,16.87,2003,19154,1,
1665,Port Orchard,WA,Port Orchard WA,47.514527,-122.7308662,E,3000,14,2008,11144,1,
1666,Port Townsend,WA,Port Townsend WA,48.1211481,-122.8176215,E,3000,7.25,1987,9113,1,
1667,Poulsbo,WA,Poulsbo WA,47.7421493,-122.6788777,E,3000,18.08,1999,9200,1,
1668,Pullman,WA,Pullman WA,46.7305753,-117.222298,E,3500,7,2009,29799,1,
1669,Puyallup,WA,Puyallup WA,47.1831468,-122.356318,E,2800,12.75,,37022,1,
1670,Redmond,WA,Redmond WA,47.4814967,-122.25731,R,,16.56,1988,54144,1,
1671,Renton,WA,Renton WA,47.4814967,-122.25731,T,,14.85,1987,92812,1,
